SQLDATE,Partner,QuadClass
20260123,USA,4
20260123,USA,4
20260123,CHN,4
20260123,USA,4
20260123,USA,3
20260123,USA,4
20260123,USA,4
20260123,USA,4
20260123,EUR,3
20260123,USA,3
20260123,USA,4
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,4
20260123,USA,4
20260123,USA,3
20260123,CUB,4
20260123,CUB,4
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,4
20260123,USA,4
20260123,USA,3
20260123,USA,3
20260123,CHE,3
20260123,SLV,3
20260123,USA,3
20260123,USA,3
20260123,USA,4
20260123,USA,4
20260123,CAN,4
20260123,CAN,4
20260123,USA,4
20260123,USA,4
20260123,USA,4
20260123,USA,4
20260123,USA,3
20260123,PSE,3
20260123,USA,4
20260123,USA,4
20260123,USA,3
20260123,USA,3
20260123,USA,4
20260123,USA,4
20260123,USA,3
20260123,RUS,3
20260123,RUS,3
20260123,RUS,3
20260123,RUS,3
20260123,RUS,3
20260123,USA,3
20260123,USA,4
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,EUR,3
20260123,EUR,3
20260123,EUR,3
20260123,EUR,3
20260123,CAN,4
20260123,CAN,4
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,4
20260123,USA,3
20260123,USA,4
20260123,EUR,3
20260123,EUR,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,4
20260123,ARM,3
20260123,ARM,3
20260123,ARM,3
20260123,ARM,3
20260123,AZE,3
20260123,AZE,3
20260123,AZE,3
20260123,CHE,3
20260123,CHE,3
20260123,USA,4
20260123,USA,3
20260123,USA,3
20260123,USA,4
20260123,USA,4
20260123,USA,3
20260123,CHE,4
20260123,USA,3
20260123,USA,3
20260123,VEN,4
20260123,USA,3
20260123,USA,3
20260123,EUR,3
20260123,EUR,3
20260123,WST,3
20260123,WST,3
20260123,SYR,4
20260123,USA,3
20260123,USA,3
20260123,AFG,3
20260123,AFG,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,EUR,3
20260123,VEN,4
20260123,VEN,4
20260123,USA,3
20260123,USA,4
20260123,USA,3
20260123,USA,3
20260123,AFG,3
20260123,CAN,4
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,CHN,3
20260123,USA,3
20260123,USA,3
20260123,USA,4
20260123,USA,4
20260123,USA,4
20260123,GBR,3
20260123,GBR,3
20260123,GBR,3
20260123,CHN,3
20260123,CHN,3
20260123,EUR,3
20260123,USA,4
20260123,USA,4
20260123,USA,4
20260123,USA,3
20260123,USA,4
20260123,USA,4
20260116,PSE,4
20260116,PSE,4
20260116,PSE,4
20260123,IRL,3
20260123,IRN,4
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,4
20260123,IRN,3
20260123,IRN,3
20260123,USA,4
20260123,USA,4
20260123,GBR,3
20260123,GBR,3
20260123,IRL,3
20260123,USA,3
20260123,USA,4
20260123,WST,3
20260123,USA,3
20260123,USA,4
20260123,CHE,3
20260123,CHN,3
20260123,DNK,3
20260123,DNK,3
20260123,IRN,4
20260123,CHN,4
20260123,USA,3
20260123,USA,4
20260123,USA,4
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,CHE,3
20260123,CHE,3
20260123,CHE,3
20260123,CHE,3
20260123,USA,3
20260123,USA,4
20260122,USA,4
20260123,USA,3
20260123,USA,4
20260123,USA,4
20260123,MEX,3
20260123,MEX,4
20260123,USA,4
20260123,USA,3
20260123,IRQ,3
20260123,USA,3
20260123,DNK,4
20260123,USA,4
20260123,CHE,4
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,4
20260123,USA,4
20260123,USA,4
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,4
20260123,USA,4
20260123,DNK,4
20260123,USA,3
20260123,USA,4
20260123,USA,4
20260123,NIC,4
20260123,USA,4
20260123,USA,4
20260123,USA,4
20260123,IRN,3
20260123,USA,4
20260123,IRN,3
20260123,SOM,3
20260123,SOM,3
20260123,USA,4
20260123,USA,4
20260123,USA,4
20260123,USA,4
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,4
20260123,USA,3
20260123,USA,3
20260123,USA,4
20260123,IRN,3
20260123,USA,3
20260123,USA,3
20260123,CHE,3
20260123,CHE,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,3
20260123,USA,4
20260124,IRN,3
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260124,VEN,3
20260124,CAN,4
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,3
20260117,USA,3
20260117,USA,3
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260124,GBR,3
20260124,GBR,3
20260124,USA,3
20260124,USA,3
20260124,ISR,4
20260124,USA,4
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260124,USA,4
20260124,USA,3
20260124,USA,4
20260124,DNK,4
20260124,NIC,4
20260124,USA,4
20260124,USA,4
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260124,EGY,3
20260124,USA,3
20260124,CAN,3
20260124,CAN,3
20260124,CAN,3
20260124,CAN,3
20260124,CAN,3
20260124,CAN,3
20260124,USA,3
20260124,USA,3
20260124,CAN,3
20260124,CAN,3
20260124,CAN,3
20260124,USA,3
20260124,USA,4
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,NZL,4
20260124,NZL,4
20260124,USA,3
20260124,SWE,3
20260124,USA,4
20260124,DNK,3
20260124,DNK,3
20260124,DNK,3
20260124,DNK,3
20260124,EUR,3
20260124,USA,3
20260124,USA,3
20260124,AFG,3
20260124,AFG,3
20260124,UKR,3
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,VEN,3
20260124,VEN,3
20260124,VEN,3
20260124,DNK,3
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,IRN,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,ETH,4
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,AFG,3
20260124,AFG,3
20260124,USA,3
20260124,USA,3
20260124,IRL,3
20260124,FRA,4
20260124,FRA,4
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,CHL,4
20260124,GBR,3
20260124,GBR,3
20260124,USA,4
20260124,USA,4
20260124,GBR,3
20260124,CAN,3
20260124,GBR,3
20260124,GBR,3
20260124,USA,3
20260124,USA,3
20260124,GBR,3
20260124,GBR,3
20260124,IRN,3
20260124,IRN,4
20260124,IRN,4
20260124,USA,4
20260124,GBR,3
20260124,GBR,3
20260124,MUS,3
20260124,MUS,3
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,EUR,3
20260124,EUR,3
20260124,EUR,3
20260124,VEN,3
20260124,VEN,4
20260124,CAN,3
20260124,CAN,3
20260124,AFG,4
20260124,AFG,4
20260124,DNK,3
20260124,DNK,3
20260124,USA,3
20260124,USA,4
20260124,USA,4
20260124,USA,3
20260124,USA,4
20260124,DNK,3
20260124,DNK,3
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,3
20260124,EUR,3
20260124,GBR,3
20260124,PSE,3
20260124,PSE,3
20260124,PSE,3
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260124,USA,4
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260124,USA,4
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260123,USA,3
20260123,USA,3
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260124,USA,3
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,3
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,EUR,3
20260124,EUR,3
20260124,EUR,3
20260124,IRN,4
20260124,USA,4
20260124,USA,3
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,EUR,3
20260124,EUR,3
20260124,GBR,3
20260124,GBR,3
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,USA,4
20260124,CHN,3
20260124,CHN,3
20260124,USA,4
20260124,USA,4
20260124,USA,3
20260124,USA,4
20260124,USA,4
20260124,USA,3
20260124,USA,3
20260124,USA,3
20260124,USA,4
20260125,USA,3
20260125,USA,3
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,3
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,3
20260125,USA,3
20260125,USA,4
20260125,USA,3
20260125,EUR,3
20260125,EUR,3
20260125,GBR,3
20260125,GBR,3
20260125,USA,4
20260125,USA,4
20260125,USA,3
20260125,USA,4
20260125,USA,3
20260125,USA,4
20260125,USA,3
20260125,USA,4
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,4
20260125,USA,3
20260125,EUR,3
20260125,EUR,3
20260125,USA,3
20260125,USA,3
20260125,USA,4
20260125,USA,3
20260125,USA,3
20260125,SOM,4
20260125,SOM,4
20260125,SOM,4
20260125,USA,3
20260125,USA,4
20260125,IRN,3
20260125,CAN,4
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,CAN,4
20260125,CAN,4
20260125,CAN,4
20260125,CAN,4
20260125,CAN,4
20260125,CAN,4
20260125,USA,3
20260125,USA,3
20260125,USA,4
20260125,USA,4
20260125,USA,3
20260125,ISR,4
20260125,PSE,4
20260125,USA,3
20260125,USA,3
20260125,IRN,4
20260125,USA,4
20260125,USA,3
20260125,USA,3
20260125,USA,4
20260125,BGD,3
20260125,BGD,3
20260125,USA,4
20260125,MEX,3
20260125,USA,4
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,EUR,3
20260125,GBR,3
20260125,GBR,3
20260125,DNK,3
20260125,DNK,3
20260125,USA,3
20260125,USA,3
20260124,USA,3
20260125,RUS,4
20260125,RUS,4
20260125,RUS,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,3
20260125,CAN,3
20260125,CAN,3
20260125,USA,3
20260125,USA,3
20260125,VEN,3
20260125,VEN,3
20260125,IRN,3
20260125,USA,3
20260125,USA,3
20260125,CHE,3
20260125,USA,4
20260125,EUR,3
20260125,EUR,3
20260125,CHL,4
20260125,USA,4
20260125,USA,4
20260125,USA,3
20260125,USA,3
20260125,USA,4
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,4
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,3
20260125,USA,4
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,CHE,3
20260125,USA,3
20260125,USA,4
20260125,USA,4
20260125,CAN,3
20260125,CAN,3
20260125,CAN,3
20260125,DNK,3
20260125,DNK,3
20260125,DNK,3
20260125,DNK,3
20260125,USA,3
20260125,USA,3
20260125,USA,3
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260125,USA,4
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,USA,4
20260126,USA,4
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,NIC,4
20260126,USA,4
20260126,USA,4
20260126,USA,4
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,USA,4
20260126,USA,3
20260126,IRN,3
20260126,IRN,3
20260126,IRN,3
20260126,USA,4
20260126,CHN,3
20260126,USA,3
20260126,USA,4
20260126,USA,3
20260126,USA,4
20260125,USA,4
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,IRN,3
20260126,IRN,3
20260126,IRN,4
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,BGD,4
20260126,BGD,4
20260126,BGD,4
20260126,USA,3
20260126,IRQ,3
20260126,IRQ,3
20260126,IRQ,3
20260126,USA,4
20260126,CAN,3
20260126,EUR,3
20260126,EUR,3
20260126,GBR,3
20260126,GBR,3
20260126,GBR,3
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,USA,3
20260126,USA,3
20260126,CAN,4
20260126,CAN,4
20260126,USA,4
20260126,AFR,4
20260126,USA,4
20260126,USA,4
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,IRN,4
20260126,USA,3
20260126,USA,4
20260126,CAN,4
20260126,CAN,4
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,USA,3
20260126,USA,4
20260126,CHN,4
20260126,USA,3
20260126,USA,3
20260126,VEN,3
20260126,VEN,3
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,USA,4
20260126,AZE,3
20260126,AZE,3
20260126,USA,4
20260126,GBR,4
20260126,USA,3
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,USA,3
20260126,USA,3
20260126,BEL,3
20260126,EUR,3
20260126,EUR,3
20260126,EUR,3
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,USA,4
20260126,USA,4
20260126,USA,4
20260126,DNK,3
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,GBR,3
20260126,USA,4
20260126,GBR,3
20260126,ISR,4
20260126,ISR,4
20260126,ISR,4
20260126,USA,4
20260126,RUS,3
20260126,USA,3
20260126,GBR,3
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,COL,3
20260126,RUS,4
20260126,RUS,4
20260126,USA,4
20260126,DNK,4
20260126,USA,4
20260126,USA,3
20260126,USA,4
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,USA,3
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,USA,3
20260126,USA,4
20260126,MLT,3
20260126,USA,3
20260126,USA,3
20260126,BEL,3
20260126,BEL,3
20260126,IRN,3
20260126,USA,3
20260126,USA,4
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,USA,3
20260126,USA,3
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,IRL,3
20260126,IRL,3
20260126,USA,3
20260126,USA,3
20260126,USA,3
20260126,AUS,4
20260126,AUS,4
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,USA,4
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,USA,3
20260126,USA,3
20260126,USA,3
20260126,USA,3
20260126,SRB,4
20260126,USA,3
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,USA,3
20260126,USA,4
20260126,USA,4
20260126,USA,4
20260126,PSE,4
20260126,PSE,4
20260126,USA,4
20260126,CUB,4
20260126,CUB,4
20260126,USA,3
20260126,DEU,4
20260126,DEU,4
20260126,NIC,3
20260126,USA,4
20260127,NIC,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,4
20260127,USA,3
20260127,USA,4
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,DNK,4
20260127,DNK,4
20260127,IRN,4
20260127,IRN,4
20260127,PSE,3
20260127,PSE,3
20260127,PSE,3
20260127,PSE,3
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,SOM,4
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,3
20260127,USA,3
20260127,CHE,3
20260127,USA,3
20260127,USA,4
20260127,USA,3
20260127,USA,4
20260127,USA,3
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260120,USA,4
20260127,CAN,3
20260127,CAN,3
20260127,USA,3
20260127,USA,3
20260127,EUR,3
20260127,EUR,3
20260127,EUR,3
20260127,CAN,3
20260127,USA,4
20260127,IRN,3
20260127,USA,3
20260127,USA,3
20260127,EUR,3
20260127,USA,4
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,RUS,3
20260127,RUS,3
20260127,USA,3
20260127,RUS,3
20260127,RUS,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,IRL,3
20260127,USA,4
20260127,EUR,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,CHN,3
20260127,CHN,3
20260127,GBR,3
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,EGY,3
20260127,IRN,3
20260127,PSE,3
20260127,PSE,3
20260127,PSE,3
20260127,PSE,3
20260127,QAT,3
20260127,QAT,3
20260127,TUR,3
20260127,TUR,3
20260127,CAN,3
20260127,CAN,3
20260127,VEN,3
20260127,VEN,3
20260127,VEN,3
20260127,CHN,4
20260127,CHN,4
20260127,IRN,3
20260127,IRN,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,DNK,4
20260127,IRN,4
20260127,RUS,4
20260127,USA,3
20260127,USA,3
20260127,EUR,3
20260127,EUR,3
20260127,EUR,3
20260127,EUR,3
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,3
20260127,USA,3
20260127,IRN,3
20260127,IRN,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,EUR,3
20260127,EUR,3
20260127,EUR,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,IRN,3
20260127,IRN,3
20260127,UKR,3
20260127,USA,3
20260127,IRN,3
20260127,SYR,4
20260127,USA,3
20260127,USA,4
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,EUR,3
20260127,RUS,3
20260127,RUS,3
20260127,USA,3
20260127,RUS,3
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,3
20260127,USA,3
20260127,USA,4
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,LTU,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,EUR,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,VEN,4
20260127,VEN,4
20260127,USA,3
20260127,USA,4
20260127,USA,3
20260127,USA,4
20260127,VEN,4
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,VEN,4
20260127,IRN,3
20260127,IRN,3
20260127,IRN,3
20260127,IRN,3
20260127,USA,4
20260127,USA,4
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,3
20260127,USA,4
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,TTO,4
20260127,USA,3
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,4
20260127,USA,3
20260127,USA,3
20260127,ISR,4
20260127,USA,4
20260127,USA,4
20260127,USA,3
20260127,CAN,3
20260127,CUB,3
20260127,CUB,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,USA,3
20260127,EUR,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,EUR,3
20260128,EUR,3
20260128,EUR,3
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,IRQ,3
20260128,IRQ,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,MDV,4
20260128,MDV,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,DNK,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,3
20260128,USA,4
20260128,SOM,3
20260128,SOM,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,4
20260128,IRN,3
20260128,IRQ,3
20260128,EUR,3
20260128,EUR,3
20260128,USA,3
20260128,USA,3
20260128,ISR,3
20260128,ISR,3
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,IRN,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,CHN,3
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260121,USA,4
20260128,USA,3
20260128,USA,3
20260128,VEN,3
20260128,USA,3
20260128,KEN,4
20260128,KEN,4
20260128,KEN,4
20260128,UKR,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,IRN,3
20260128,IRN,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,ISR,3
20260128,USA,3
20260128,VEN,4
20260128,VEN,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,IRN,3
20260128,USA,3
20260128,USA,4
20260128,USA,3
20260128,USA,4
20260128,MDV,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,MEX,4
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,GBR,4
20260128,IRQ,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,ECU,3
20260128,ECU,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,ECU,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,MEX,3
20260128,USA,3
20260128,USA,4
20260128,CAN,3
20260128,CAN,3
20260128,CAN,3
20260128,CAN,4
20260128,EUR,3
20260128,ISL,4
20260128,ISL,4
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,HRV,4
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,CHN,4
20260128,CHN,4
20260128,CHN,4
20260128,IRN,3
20260128,IRN,3
20260128,IRN,3
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,4
20260128,GBR,3
20260128,GBR,3
20260128,GBR,4
20260128,GBR,4
20260128,GBR,4
20260128,GBR,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,RUS,3
20260128,RUS,4
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,4
20260128,USA,3
20260128,ECU,4
20260128,ECU,4
20260128,USA,4
20260128,USA,3
20260128,USA,4
20260128,RUS,3
20260128,RUS,3
20260128,RUS,3
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,DNK,3
20260128,DNK,3
20260128,IRN,3
20260128,USA,3
20260128,USA,3
20260128,USA,4
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260128,USA,3
20260129,USA,3
20260129,USA,3
20260129,USA,4
20260129,USA,4
20260129,USA,3
20260129,USA,4
20260129,USA,4
20260129,USA,4
20260129,ISL,4
20260129,USA,3
20260129,USA,3
20260129,USA,3
20260129,USA,3
20260129,USA,3
20260129,USA,3
20260129,USA,3
20260129,USA,4
20260129,USA,4
20260129,USA,4
20260129,USA,4
20260129,USA,3
20260129,USA,3
20260129,GBR,3
20260129,GBR,3
20260129,GBR,3
20260129,IRN,4
20260129,IRN,4
20260129,IRN,4
20260129,IRN,4
20260129,USA,4
20260129,EUR,3
20260129,USA,3
20260129,USA,3
20260129,USA,3
20260129,USA,3
20260129,USA,4
20260129,USA,4
20260129,USA,3
20260129,USA,3
20260129,USA,3
20260129,USA,3
20260129,USA,3
20260129,AUS,3
